Internal gene ID,Vectorbase Identifier,Display name,Gene family,OrthoDB category,OrthoDB D. melanogaster ortholog,BlastX hit(s) to D. melanogaster proteome,Evidence for name,,,,,,,,,,,,,,,
gene11088,AAEL013603,,,NA,NA,CG13833-CG17121-CG14946-CG2254-CG9265,,,,,,,,,,,,,,,,
gene11089,AAEL013601,,,NA,NA,CG14946-CG13833-CG17121-CG2254-CG9265,,,,,,,,,,,,,,,,
gene11090,AAEL014135,,,EOG85TGDN,CG12817,CG12817-CG17271,,,,,,,,,,,,,,,,
gene11091,RU136,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11092,AAEL014136,,,EOG8XSPGH,CG12420,CG12420,,,,,,,,,,,,,,,,
gene11093,AAEL012405,,,NA,NA,al-Pph13-CG34340-gsb-n-otp-Rx-PHDP,,,,,,,,,,,,,,,,
gene11094,AAEL009647,,,EOG8M688W,Tango14,Tango14,,,,,,,,,,,,,,,,
gene11095,AAEL009656,,,EOG8DZ4KX-EOG8DZ4KX-EOG8DZ4KX,Cyp6d5-Cyp6d2-Cyp6d4,Cyp6d5-Cyp6d4-Cyp6a2-Cyp6d2-Cyp6a23-Cyp6a8-Cyp6a14-Cyp6a20-Cyp6a16,,,,,,,,,,,,,,,,
gene11096,AAEL009652,,,EOG818FD1,put,put-wit-babo-sax,,,,,,,,,,,,,,,,
gene11097,AAEL009653,,,EOG8KWNKS,RpS30,RpS30,,,,,,,,,,,,,,,,
gene11098,AAEL009646,,,EOG8CNTH7,eIF-4B,eIF-4B-CG1340-CG11726-Rbp2,,,,,,,,,,,,,,,,
gene11099,AAEL009655,,,NA,NA,Gl-CG9279,,,,,,,,,,,,,,,,
gene111,AAEL013514,,,EOG82FW8C-EOG82FW8C,Acp65Aa-Cpr65Av,Cpr65Av-Lcp65Ac-Acp65Aa-Lcp65Ad-Cpr65Aw-Cpr65Ax2-Cpr65Ax1-Lcp65Af,,,,,,,,,,,,,,,,
gene1110,AAEL007141,,,EOG83XXTT,CG4848,CG4848,,,,,,,,,,,,,,,,
gene11100,AAEL017994,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11101,AAEL009654,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11102,AAEL009649,,,EOG8CRPQR,Bap60,Bap60-Non2,,,,,,,,,,,,,,,,
gene11103,AAEL009645,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11104,AAEL009650,,,EOG8CRPRH,WRNexo,WRNexo-CG6744,,,,,,,,,,,,,,,,
gene11105,AAEL009657,,,EOG8NP9VV,CG9804,CG9804,,,,,,,,,,,,,,,,
gene11106,AAEL009648,,,EOG8BVVJV,CG14299,CG14299,,,,,,,,,,,,,,,,
gene11107,AAEL009651,,,EOG8XKZ0N,Nacalpha,Nacalpha-CG4415,,,,,,,,,,,,,,,,
gene1111,AAEL007133,,,NA,NA,hng3-Coop,,,,,,,,,,,,,,,,
gene11113,AAEL013424,,,EOG8C5GB3,CG11000,CG11000,,,,,,,,,,,,,,,,
gene11114,AAEL013421,,,EOG8THZJQ-EOG8THZJQ-EOG8THZJQ,Amy-d-Amyrel-Amy-p,Amy-d-Amy-p-Amyrel,,,,,,,,,,,,,,,,
gene11115,AAEL014591,,,EOG8TB72D,jbug,jbug-cher,,,,,,,,,,,,,,,,
gene11117,AAEL013742,,,EOG8JT2X8-EOG8JT2X8-EOG8JT2X8,CG31454-CG31259-CG11737,CG11737-CG31259-CG31454,,,,,,,,,,,,,,,,
gene11118,AAEL013744,,,EOG815K60,ND-18,ND-18,,,,,,,,,,,,,,,,
gene11119,AAEL013743,,,NA,NA,CG8728,,,,,,,,,,,,,,,,
gene1112,AAEL007130,,,EOG82JRGR,Aats-leu,Aats-leu-Aats-val-CG5660-CG5414-CG33123-Aats-ile,,,,,,,,,,,,,,,,
gene11120,AAEL013741,,,EOG8H7538,CG7110,CG7110,,,,,,,,,,,,,,,,
gene11121,AAEL013740,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11122,AAEL013547,,,NA,NA,CG15073-grau-CG11696-CG2889-CG8388-CG4282-CG11695-CG4707,,,,,,,,,,,,,,,,
gene11123,AAEL013554,,,NA,NA,Cyp4ac1-Cyp4ac3-Cyp4p3-Cyp4ac2-Cyp4p1-Cyp4p2-Cyp4d2-Cyp4c3-Cyp4d14,,,,,,,,,,,,,,,,
gene11124,AAEL013548,,,NA,NA,CG15073-grau-CG4707-CG8388-CG11696-CG4282-CG2889-CG11695,,,,,,,,,,,,,,,,
gene11125,AAEL013553,,,NA,NA,CG4707-CG11696-CG15073-grau-CG4282-CG8388-CG2889-CG11695,,,,,,,,,,,,,,,,
gene11126,AAEL013562,,,NA,NA,CG15073-CG2889-CG11696-CG4282-grau-CG4707-CG11695-CG8388,,,,,,,,,,,,,,,,
gene11127,AAEL013549,,,NA,NA,CG4707-CG15073-grau-CG4282-CG8388-CG11696-CG2889-CG11695,,,,,,,,,,,,,,,,
gene11128,AAEL013551,,,NA,NA,CG15073-CG8388-grau-CG2889-CG4707-CG11696-CG4282-CG11695,,,,,,,,,,,,,,,,
gene11129,AAEL013550,,,NA,NA,CG8388-CG4282-CG4707-CG15073-CG11696-CG2889-grau-CG11695-crol-CG32767,,,,,,,,,,,,,,,,
gene1113,AAEL007127,,,EOG83XXTR,CG13708,CG13708-sds22-lbk-Cep97-ltl-Sur-8,,,,,,,,,,,,,,,,
gene11130,AAEL013556,,,NA,NA,Cyp4ac1-Cyp4ac3-Cyp4ac2-Cyp4p3-Cyp4p1-Cyp4p2-Cyp4c3-Cyp4d2-Cyp4d14,,,,,,,,,,,,,,,,
gene11131,AAEL013555,,,NA,NA,Cyp4ac1-Cyp4ac2-Cyp4p1-Cyp4p3-Cyp4ac3-Cyp4p2-Cyp4c3-Cyp4d2-Cyp4d20,,,,,,,,,,,,,,,,
gene11132,AAEL013561,,,EOG84BDSD,CG14967,CG14967,,,,,,,,,,,,,,,,
gene11133,AAEL013560,,,EOG8FXV11,mRpL50,mRpL50,,,,,,,,,,,,,,,,
gene11134,AAEL013557,,,EOG8MD0QX,CG2889,CG15073-CG2889-CG4707-CG11696-CG8388-CG4282-grau-CG11695,,,,,,,,,,,,,,,,
gene11135,AAEL013552,,,NA,NA,CG2889-CG11696-CG4282-CG4707-CG12299-CG11695-grau-CG15073-CG10959,,,,,,,,,,,,,,,,
gene11136,AAEL013558,,,EOG8MD0QX,CG2889,CG15073-grau-CG2889-CG8388-CG4282-CG4707-CG11696-CG11695,,,,,,,,,,,,,,,,
gene11137,AAEL013559,,,EOG815K4H,Unc-89,Unc-89-sls,,,,,,,,,,,,,,,,
gene11138,AAEL014138,,,NA,NA,Spn28Dc-Spn42Da,,,,,,,,,,,,,,,,
gene11139,AAEL014140,,,NA,NA,MP1-grass-ea-CG3505-SPE-CG9737-CG5909-Sp7,,,,,,,,,,,,,,,,
gene1114,AAEL007126,,,EOG8R52TN,CG33281,CG33281-CG33282-CG15406-CG14606-CG15408-CG3285-Tret1-2-CG10960-Tret1-1,,,,,,,,,,,,,,,,
gene11140,AAEL014137,,,NA,NA,grass-CG9737-MP1-SPE-CG3505-CG5909-ea,,,,,,,,,,,,,,,,
gene11141,AAEL014141,,,NA,NA,Spn28Dc-Spn42Da,,,,,,,,,,,,,,,,
gene11142,AAEL014139,,,NA,NA,grass-CG5909-CG9737-SPE-Sp7-ea-MP1,,,,,,,,,,,,,,,,
gene11143,AAEL007910,,,EOG8BS0BF,CG7231,CG7231,,,,,,,,,,,,,,,,
gene11144,AAEL007901,,,EOG8ZKNCK,CG8292,NA,,,,,,,,,,,,,,,,
gene11145,AAEL007913,,,NA,NA,St1-St2-St4-St3,,,,,,,,,,,,,,,,
gene11146,AAEL007895,,,EOG834ZZ8,beta4GalT7,beta4GalT7-beta4GalNAcTA-beta4GalNAcTB,,,,,,,,,,,,,,,,
gene11147,AAEL007907,,,EOG890B1K-EOG890B1K-EOG890B1K,KP78a-KP78b-CG4629,CG4629-par-1-Sik2,,,,,,,,,,,,,,,,
gene11148,AAEL007891,,,EOG8KM1TQ,CG6766,CG6766,,,,,,,,,,,,,,,,
gene11149,AAEL007902,,,EOG85QM5M-EOG85QM5M,Pvf3-Pvf2,Pvf3-Pvf2,,,,,,,,,,,,,,,,
gene1115,AAEL007140,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11150,AAEL007903,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11151,AAEL007900,,,EOG805VST,CG14341,CG14341,,,,,,,,,,,,,,,,
gene11152,AAEL007899,,,EOG8ZPHKN,CG5776,CG5776-TER94-CG12010-smid,,,,,,,,,,,,,,,,
gene11153,AAEL007892,,,NA,NA,ApepP-CG6225,,,,,,,,,,,,,,,,
gene11154,AAEL017212,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11155,AAEL007898,,,NA,NA,Msp300,,,,,,,,,,,,,,,,
gene11156,AAEL007905,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11157,AAEL007915,,,EOG834ZXQ,Moe,Moe,,,,,,,,,,,,,,,,
gene11158,AAEL007897,,,EOG8J140W,spz4,spz4-spz3-NT1-spz5,,,,,,,,,,,,,,,,
gene11159,AAEL007914,,,EOG8SJ851,CG6509,CG6509-dlg1,,,,,,,,,,,,,,,,
gene1116,AAEL006831,,,EOG890B28,sc,l(1)sc-sc-ac-ase-twi-Fer1-tx,,,,,,,,,,,,,,,,
gene11160,AAEL007911,,,NA,NA,kl-2-Dhc93AB-CG3339-Dhc62B-kl-5-Dhc36C-Dhc16F-Dhc98D,,,,,,,,,,,,,,,,
gene11161,AAEL018148,,,EOG83NB4F,Nmnat,Nmnat,,,,,,,,,,,,,,,,
gene11162,AAEL007896,,,NA,NA,Meics-CG6654-CG12299-CG5245-CG15436-crol-dwg,,,,,,,,,,,,,,,,
gene11163,AAEL007912,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11164,AAEL017155,,,NA,NA,CG5780,,,,,,,,,,,,,,,,
gene11165,AAEL007906,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11166,AAEL007893,,,EOG8DJNN1-EOG8DJNN1-EOG8DJNN1,CG12171-CG31548-CG31549,CG31548-CG31549-CG12171-CG3699-CG31546-CG7322-CG10672,,,,,,,,,,,,,,,,
gene11167,AAEL007909,,,EOG8GB9XZ,CG1673,CG1673,,,,,,,,,,,,,,,,
gene11168,AAEL007904,,,EOG8N8TW5,Cpsf73,Cpsf73-IntS11-Cpsf100-IntS9,,,,,,,,,,,,,,,,
gene11169,AAEL012338,,,NA,NA,wake,,,,,,,,,,,,,,,,
gene1117,AAEL006829,,,EOG80P70N-EOG80P70N-EOG80P70N,CG33178-CG33177-Mgstl,Mgstl-CG33178-CG33177,,,,,,,,,,,,,,,,
gene11170,AAEL017976,,,EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P,Hsp70Bbb-Hsp70Bb-Hsp68-Hsp70Aa-Hsp70Ba-Hsp70Bc-Hsp70Ab,Hsc70-1-Hsp70Ab-Hsp70Aa-Hsp70Bbb-Hsp70Bb-Hsp70Bc-Hsp70Ba-Hsc70-4-Hsp68,,,,,,,,,,,,,,,,
gene11171,AAEL017978,,,EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P,Hsp68-Hsp70Ba-Hsp70Bb-Hsp70Ab-Hsp70Aa-Hsp70Bbb-Hsp70Bc,Hsp70Ab-Hsp70Aa-Hsp70Bbb-Hsp70Bb-Hsp70Bc-Hsp70Ba-Hsc70-4-Hsp68,,,,,,,,,,,,,,,,
gene11172,AAEL017974,,,EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P,Hsp70Bbb-Hsp70Bb-Hsp70Aa-Hsp70Ab-Hsp70Ba-Hsp70Bc-Hsp68,Hsc70-1-Hsp70Ab-Hsp70Aa-Hsp70Bbb-Hsp70Bb-Hsp70Bc-Hsp70Ba-Hsc70-2-Hsp68-Hsc70-4,,,,,,,,,,,,,,,,
gene11173,AAEL017975,,,EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P-EOG8ZW82P,Hsp70Bc-Hsp68-Hsp70Aa-Hsp70Ba-Hsp70Bbb-Hsp70Ab-Hsp70Bb,Hsc70-1-Hsp70Ab-Hsp70Aa-Hsp70Bbb-Hsp70Bb-Hsp70Bc-Hsp70Ba-Hsc70-2-Hsp68-Hsc70-4,,,,,,,,,,,,,,,,
gene11174,AAEL012337,,,EOG81ZJ2R,gol,gol-godzilla-mura,,,,,,,,,,,,,,,,
gene11175,AAEL012339,,,EOG8NS63Q-EOG8NS63Q,Cdk1-Cdk2,Cdk2-Cdk1-Cdk5-Cdk7-Eip63E,,,,,,,,,,,,,,,,
gene11176,AAEL012308,,,NA,NA,AOX1-AOX2-AOX4-AOX3-ry,,,,,,,,,,,,,,,,
gene11177,AAEL012313,,,EOG8G1Q80,Vps60,Vps60,,,,,,,,,,,,,,,,
gene11178,AAEL012315,,,EOG8NW29G,cep290,cep290,,,,,,,,,,,,,,,,
gene11179,AAEL012311,,,EOG8DZ4M2-EOG8DZ4M2,CG5665-CG5162,CG5162-CG5665-CG18258-CG7367-Yp2-CG6472,,,,,,,,,,,,,,,,
gene1118,AAEL006822,,,EOG8FBMJB,CG42492,CG42492-CG42265-CG3332,,,,,,,,,,,,,,,,
gene11180,AAEL012318,,,EOG8CJZ7N,CG10361,CG10361-Alas-lace-Spt-I,,,,,,,,,,,,,,,,
gene11181,AAEL012312,,,EOG81K244,CG10576,CG10576-und-CG13630,,,,,,,,,,,,,,,,
gene11182,AAEL012304,,,EOG88GZV4,NetA,NetA-NetB,,,,,,,,,,,,,,,,
gene11183,AAEL012316,,,EOG8XWJPT,CG1598,CG1598,,,,,,,,,,,,,,,,
gene11184,AAEL012310,,,EOG8P8J8X,Arp3,Arp3-Act87E-Act57B-Act79B-Act88F-Act5C,,,,,,,,,,,,,,,,
gene11185,AAEL012309,,,EOG8JDKZ4,CG14085,CG14085,,,,,,,,,,,,,,,,
gene11186,AAEL012306,,,EOG8T7BTP,Uba3,Uba3-Uba2-Uba1-CG13090-Aos1-Atg7,,,,,,,,,,,,,,,,
gene11187,AAEL012305,,,EOG8FXTZR,CG9153,CG9153-Ube3a-Smurf-Nedd4,,,,,,,,,,,,,,,,
gene11188,AAEL012307,,,EOG8TB72S,CG7927,CG7927,,,,,,,,,,,,,,,,
gene11189,AAEL012314,,,NA,NA,CG9153-niki-CG7420-HERC2-hiw-CG3862,,,,,,,,,,,,,,,,
gene1119,AAEL006821,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11190,AAEL012317,,,EOG8JWZ6H-EOG8JWZ6H-EOG8JWZ6H-EOG8JWZ6H,CG15296-CG7603-CG43328-CG14929,CG7603-CG15296-CG43328,,,,,,,,,,,,,,,,
gene11191,AAEL013485,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11192,AAEL013491,,,NA,NA,CG2064-CG2070-CG30491-CG2065-CG30495-CG3842,,,,,,,,,,,,,,,,
gene11193,AAEL013486,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11194,AAEL013484,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11195,AAEL013488,,,EOG8XD6GJ,CG4610,CG4610,,,,,,,,,,,,,,,,
gene11196,AAEL013490,,,EOG86Q9J6-EOG86Q9J6,Zip48C-CG10075,Zip48C,,,,,,,,,,,,,,,,
gene11197,AAEL013487,,,EOG8XSPF4,CG10188,CG10188-RhoGEF2-Vav,,,,,,,,,,,,,,,,
gene11198,AAEL013489,,,EOG8T1MC5,CG4324,CG4324-CG3168-CG7442-CG15221,,,,,,,,,,,,,,,,
gene11199,AAEL013483,,,NA,NA,CG2064-CG2070-CG2065-CG30491-CG30495-CG3842,,,,,,,,,,,,,,,,
gene112,AAEL013513,,,EOG82JRJJ,CG15515,CG15515-Lcp65Ac-Cpr65Aw-Cpr47Ec-Lcp65Ad-Lcp65Ag1-Lcp65Ag2-Lcp65Ag3-Cpr47Eb,,,,,,,,,,,,,,,,
gene1120,AAEL006826,,,NA,NA,CG3009-CG30503-sPLA2-CG42237-GIIIspla2,,,,,,,,,,,,,,,,
gene11200,AAEL015283,,,EOG8WDH3G-EOG8WDH3G,CG31106-CG31103,CG31106-CG31103-CG3168-CG33233,,,,,,,,,,,,,,,,
gene11201,AAEL007928,,,EOG8T1MBS,NAT1,NAT1-eIF4G-eIF4G2-kra,,,,,,,,,,,,,,,,
gene11203,AAEL007925,,,EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P-EOG8FXV1P,His2A:CG33844-His2A:CG33823-His2A:CG33853-His2A:CG33862-His2A:CG33826-His2A:CG33817-His2A:CG33814-His2Av-His2A:CG33832-His2A:CG33829-His2A:CG33820-His2A:CG33847-His2A:CG33856-His2A:CG33859-His2A:CG33841-His2A:CG31618-His2A:CG33838-His2A:CG33808-His2A:CG33865-His2A:CG33850-His2A:CG33835,His2A:CG33829-His2A:CG33832-His2A:CG33835-His2A:CG33838-His2A:CG33841-His2A:CG33844-His2A:CG33847-His2A:CG33850-His2A:CG33862-His2A:CG33865,,,,,,,,,,,,,,,,
gene11204,AAEL007922,,,NA,NA,Cpr92F,,,,,,,,,,,,,,,,
gene11205,AAEL007916,,,NA,NA,Mob2,,,,,,,,,,,,,,,,
gene11206,AAEL007926,,,EOG8QJVCH-EOG8QJVCH-EOG8QJVCH-EOG8QJVCH,CG31823-CG31821-CG3344-CG32483,CG3344-CG32483-CG31823-CG31821-CG4572,,,,,,,,,,,,,,,,
gene11207,AAEL007921,,,NA,NA,crol-CG5245-Meics-CG12299-CG11247,,,,,,,,,,,,,,,,
gene11208,AAEL007918,,,EOG83XXTM,Dhc62B,Dhc16F-Dhc93AB-CG17150-Dhc98D-Dhc62B-Dhc36C-kl-2-kl-3-kl-5,,,,,,,,,,,,,,,,
gene11209,AAEL007917,,,EOG800496,Nuf2,NA,,,,,,,,,,,,,,,,
gene1121,AAEL006830,,,EOG8SN4DC,y,y-yellow-c-yellow-b-yellow-h-yellow-f-yellow-f2,,,,,,,,,,,,,,,,
gene11210,AAEL007927,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11211,AAEL007920,,,EOG8M94HN,Mob2,Mob2-mats-Mob3,,,,,,,,,,,,,,,,
gene11212,AAEL007923,,,EOG8T1MBS,NAT1,NAT1-eIF4G-kra,,,,,,,,,,,,,,,,
gene11213,AAEL007919,,,NA,NA,CG3106-CG14205-CG5892-CG13325-CG14219-CG10182,,,,,,,,,,,,,,,,
gene11214,AAEL015547,,,EOG8W9MW0,Trip1,Trip1-wmd-wda-Nle-ago-wds,,,,,,,,,,,,,,,,
gene11215,AAEL012016,,,EOG8J6VGD,CG10590,CG10590-TM9SF4-CG9318,,,,,,,,,,,,,,,,
gene11216,AAEL012013,,,NA,NA,CG12009-ckd-CG14880-CG5756-CG8192,,,,,,,,,,,,,,,,
gene11217,AAEL012012,,,EOG8HX7ST,CG14968,CG14968-CG4393-CG12075,,,,,,,,,,,,,,,,
gene11218,AAEL012014,,,EOG847JK9,ImpL3,ImpL3-CG13334-Mdh2,,,,,,,,,,,,,,,,
gene11219,AAEL012017,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene1122,AAEL006828,,,EOG8577XW,CG42265,CG42265-CG3332-CG42492,,,,,,,,,,,,,,,,
gene11220,AAEL012021,,,EOG87WRD4,Best2,Best2-Best1-Best3-Best4,,,,,,,,,,,,,,,,
gene11221,AAEL012019,,,EOG87DD6F,muskelin,muskelin-CG3711-CG4069-CG7466-dsd,,,,,,,,,,,,,,,,
gene11222,AAEL012022,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11223,AAEL012015,,,EOG8Q5CF6,Dbp80,Dbp80-eIF4AIII-eIF-4a,,,,,,,,,,,,,,,,
gene11224,AAEL012020,,,NA,NA,CG18262-Meics-CTCF-CG11247-CG12299-CG2129-CG15436,,,,,,,,,,,,,,,,
gene11225,AAEL012018,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11226,AAEL014838,,,EOG85QM61,RpL27,RpL27,,,,,,,,,,,,,,,,
gene11227,AAEL015106,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11228,AAEL015108,,,EOG8KD9B8,l(3)76BDm,l(3)76BDm,,,,,,,,,,,,,,,,
gene11229,AAEL015107,,,EOG822DB8,CG9376,CG9376,,,,,,,,,,,,,,,,
gene1123,AAEL006817,,,EOG86X21W,ase,ase-sc-l(1)sc-ac,,,,,,,,,,,,,,,,
gene11230,AAEL009370,,,EOG8MKR7M,Pur-alpha,Pur-alpha,,,,,,,,,,,,,,,,
gene11231,AAEL009365,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11232,AAEL009359,,,NA,NA,CG4950-CG7509-ltl-kek4-atk,,,,,,,,,,,,,,,,
gene11233,AAEL009364,,,EOG8QRKVB,Cdk12,Cdk12-Cdk9-cdc2rk-Cdk2-Cdk1-Cdk5,,,,,,,,,,,,,,,,
gene11234,AAEL009367,,,EOG8RBT9N,M6,M6,,,,,,,,,,,,,,,,
gene11235,AAEL009371,,,EOG8Z3951,CG32138,CG32138-DAAM,,,,,,,,,,,,,,,,
gene11236,AAEL009360,,,EOG8SR0N7,SAK,SAK-polo-aurA-aurB-par-1,,,,,,,,,,,,,,,,
gene11237,AAEL009366,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11238,AAEL009369,,,NA,NA,eIF5B,,,,,,,,,,,,,,,,
gene11239,AAEL009358,,,EOG8D55P6,CG13248,CG13248-slif-CG5535-CG7255,,,,,,,,,,,,,,,,
gene1124,AAEL006820,,,EOG8577ZT,Lsd-2,Lsd-2-Lsd-1,,,,,,,,,,,,,,,,
gene11240,AAEL009361,,,NA,NA,CG7255,,,,,,,,,,,,,,,,
gene11241,AAEL009362,,,EOG8284RW,CG7255,CG7255-CG5535-slif,,,,,,,,,,,,,,,,
gene11242,RU137,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11243,AAEL009368,,,EOG8PG8RS,Las,Las,,,,,,,,,,,,,,,,
gene11244,AAEL009363,,,EOG83BQFM,ORMDL,ORMDL,,,,,,,,,,,,,,,,
gene11245,AAEL002437,,,EOG8CC6RJ,Sym,Sym,,,,,,,,,,,,,,,,
gene11246,AAEL002455,,,EOG8X6G1C,Nup153,Nup153-Nup358,,,,,,,,,,,,,,,,
gene11247,AAEL002456,,,EOG8HTCHR,CG9650,CG9650-gl-CG10348-ham,,,,,,,,,,,,,,,,
gene11248,AAEL002444,,,NA,NA,CG15073-crol-grau-CG5245,,,,,,,,,,,,,,,,
gene11249,AAEL002439,,,NA,NA,Lcp65Ad-Lcp65Ac-Lcp65Af-Cpr65Av-Acp65Aa-Lcp65Aa-Lcp65Ae-Cpr65Au,,,,,,,,,,,,,,,,
gene1125,AAEL006818,,,NA,NA,Mgstl-CG33178-CG33177,,,,,,,,,,,,,,,,
gene11250,AAEL002458,,,EOG886C5M,Lcp9,Lcp65Af-Lcp65Ae-Lcp65Aa-Cpr67Fb-Cpr65Aw-Lcp65Ag1-Lcp65Ag2-Lcp65Ag3-Cpr49Ad-Cpr47Ea,,,,,,,,,,,,,,,,
gene11251,AAEL002442,,,EOG8FN790,CG3919,CG3919-CG4404-CG3838-Adf1-stwl,,,,,,,,,,,,,,,,
gene11252,AAEL002438,,,EOG8XSPGT,rtv,rtv-qvr,,,,,,,,,,,,,,,,
gene11253,AAEL002453,,,EOG89W55Z-EOG89W55Z-EOG89W55Z,CG8388-CG15073-grau,CG15073-grau-CG4282-CG2889-CG8388-CG4707-CG11696-CG11695,,,,,,,,,,,,,,,,
gene11254,AAEL002460,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11255,AAEL002441,,,EOG886C5M,Lcp9,Lcp65Af-Cpr65Av-Cpr67Fb-Lcp65Aa-Cpr65Aw-Lcp65Ae-Cpr47Ea-Lcp65Ac-Lcp65Ad,,,,,,,,,,,,,,,,
gene11256,RU138,,,NA,NA,Lcp65Aa-Lcp65Ac-Cpr12A-Cpr47Ee-Cpr47Ef-Lcp65Ad-Cpr65Av-Cpr65Ax1,,,,,,,,,,,,,,,,
gene11257,AAEL002443,,,NA,NA,CG15073-grau-CG11696-CG2889-CG11695-CG8388-CG4282-CG4707,,,,,,,,,,,,,,,,
gene11258,AAEL002451,,,EOG87H8FB,zfh1,zfh1-gl-Meics-mamo,,,,,,,,,,,,,,,,
gene11259,AAEL002440,,,NA,NA,Cpr65Av-Lcp9-Lcp65Af-Lcp65Ae-Lcp65Ac-Cpr65Au-Cpr65Ax2-Cpr65Ax1,,,,,,,,,,,,,,,,
gene1126,AAEL006823,,,EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H-EOG8BP43H,CG6300-CG18586-CG11407-CG11453-NA-CG11659-CG4563-CG4830-CG11391,CG11453-CG4830-CG17999-CG9993-CG6300-CG11659-CG11407-CG8834-CG4563-CG11391,,,,,,,,,,,,,,,,
gene11260,AAEL002452,,,NA,NA,Cpr65Av-Lcp65Af-Lcp65Ac-Lcp65Ae-Lcp65Ad-Lcp2-Lcp9-Cpr49Af,,,,,,,,,,,,,,,,
gene11261,AAEL002450,,,EOG870X7W,TH1,TH1,,,,,,,,,,,,,,,,
gene11262,AAEL002445,,,NA,NA,CG18766-l(3)j2D3-ssp-CG14005,,,,,,,,,,,,,,,,
gene11263,AAEL002435,,,NA,NA,CG12236-br,,,,,,,,,,,,,,,,
gene11264,AAEL002449,,,NA,NA,Acp65Aa-Cpr65Av-Lcp65Ad-Cpr65Ax2-Cpr65Ax1-Cpr65Au-Lcp65Ac,,,,,,,,,,,,,,,,
gene11265,AAEL002436,,,EOG8VQDFH,CG4239,CG4239-CG33061,,,,,,,,,,,,,,,,
gene11266,AAEL017469,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11267,AAEL002447,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11268,AAEL002457,,,EOG8NGKCM,t,t,,,,,,,,,,,,,,,,
gene11269,AAEL017562,,,EOG8B8N5N,Ykt6,Ykt6-Vamp7,,,,,,,,,,,,,,,,
gene1127,AAEL006824,,,EOG8C8BJ2-EOG8C8BJ2,Cyp4g1-Cyp4g15,Cyp4g1-Cyp4g15-Cyp4c3-Cyp4d2-Cyp4s3-Cyp4d1-Cyp4aa1-Cyp4d8,,,,,,,,,,,,,,,,
gene11270,AAEL002448,,,NA,NA,zfh1-gl-mamo-Meics,,,,,,,,,,,,,,,,
gene11271,AAEL002459,,,EOG8DZ4MJ,CG11138,CG11138,,,,,,,,,,,,,,,,
gene11272,AAEL002454,,,NA,NA,sens-2-CG17568-CG4424-topi-CG11762-Meics-ZIPIC-nom,,,,,,,,,,,,,,,,
gene11273,AAEL002446,,,EOG8X9B83,CG6695,CG6695,,,,,,,,,,,,,,,,
gene11274,AAEL015234,,,NA,NA,NA,,,,,,,,,,,,,,,,
gene11275,AAEL015246,,,EOG89PDPS,AGO1,AGO1-AGO2-AGO3-piwi-aub,,,,,,,,,,,,,,,,
